Date,Open,High,Low,Close,Adj Close,Volume,ticker
2022-08-11,170.05999755859375,170.99000549316406,168.19000244140625,168.49000549316406,168.49000549316406,57149200,AAPL
2022-08-12,169.82000732421875,172.1699981689453,169.39999389648438,172.10000610351562,172.10000610351562,67946400,AAPL
2022-08-11,290.8500061035156,291.2099914550781,286.510009765625,287.0199890136719,287.0199890136719,20065900,MSFT
2022-08-12,288.4800109863281,291.9100036621094,286.94000244140625,291.9100036621094,291.9100036621094,22601900,MSFT
